"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX766497","Transcriptome of L. variegatus 2-cell stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750655","","8207.15","1","67695930","13674577860","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766496","Transcriptome of L. variegatus 60-cell stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750654","","6533.4","1","54765278","11062586156","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766495","Transcriptome of L. variegatus early blastula stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750653","","8157.48","1","69147257","13967745914","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766494","Transcriptome of L. variegatus hatched blastula stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750652","","14099.35","1","111354178","22493543956","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766493","Transcriptome of L. variegatus thickened vegetal plate stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750651","","12952.75","1","102828252","20771306904","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766174","Transcriptome of L. variegatus mesenchyme blastula stage embryos","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750347","","11497.21","1","91473909","18477729618","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766173","Transcriptome of L. variegatus early gastrula stage embryos","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750346","","2190.55","1","17345054","3503700908","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766172","Transcriptome of L. variegatus mid gastrula stage embryos","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750345","","2259.82","1","16893897","3412567194","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766171","Transcriptome of L. variegatus late gastrula stage embryos","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750344","","2194.52","1","17207796","3475974792","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766170","Transcriptome of L. variegatus early pluteus stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750343","","12201.96","1","97227011","19639856222","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766169","Transcriptome of L. variegatus late pluteus stage embryos","Lytechinus variegatus","Illumina HiSeq 1000","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750342","","11057.63","1","88877018","17953157636","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766167","Transcriptome of L. variegatus early gastrula stage embryos with SB203580-wash treatment","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750341","","1592.26","1","12839093","2593496786","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766165","Transcriptome of L. variegatus late gastrula stage embryos with SB203580-wash treatment","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750340","","2203.32","1","16910909","3416003618","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766163","Transcriptome of L. variegatus mid gastrula stage embryos with SB203580-wash treatment","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750339","","1902.94","1","14420940","2913029880","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766161","Transcriptome of L. variegatus early gastrula stage embryos with Nickel-wash treatment","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750338","","1894.09","1","15045090","3039108180","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766159","Transcriptome of L. variegatus mid gastrula stage embryos with Nickel-wash treatment","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750337","","1880.63","1","14322008","2893045616","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX766157","Transcriptome of L. variegatus late gastrula stage embryos with Nickel-wash treatment","Lytechinus variegatus","Illumina Genome Analyzer II","Boston University","SRP050165","Lytechinus variegatus Transcriptome or Gene expression","SRS750336","","2210.1","1","17122451","3458735102","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX764334","sea cucumber Transcriptome or Gene expression","Apostichopus japonicus","Illumina HiSeq 2000","liaoning ocean and fisheries science research inst","SRP050068","Apostichopus japonicus breed:domesticated Transcriptome or Gene expression","SRS748700","","586.79","13","26000000","1300000000","AjH1","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX752511","Asterias amurensis de novo transcriptome assembly","Asterias amurensis","Illumina HiSeq 2000","Deakin University","SRP049574","Asterias amurensis Transcriptome or Gene expression","SRS738008","","7198.93","1","58776662","11872885724","RM1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX666715","A.filiformis_RNA-seq_pluteus","Amphiura filiformis","Illumina HiSeq 2000","University of Mons","SRP045127","Amphiura filiformis Transcriptome or Gene expression","SRS671405","","2923.62","1","21827838","4365567600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX120412","GSM877252: Pluteus (72 hpf); Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","GEO","SRP010973","Select microRNAs are essential for early development in the sea urchin.","SRS293906","","430.35","1","10086739","363122604","GSM877252: Pluteus (72 hpf)","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX120411","GSM877251: Gastrula (48 hpf); Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","GEO","SRP010973","Select microRNAs are essential for early development in the sea urchin.","SRS293905","","390.59","1","9651568","347456448","GSM877251: Gastrula (48 hpf)","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX120410","GSM877250: Blastula (24 hpf); Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","GEO","SRP010973","Select microRNAs are essential for early development in the sea urchin.","SRS293904","","299.38","1","8654651","311567436","GSM877250: Blastula (24 hpf)","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX120409","GSM877249: 32-cell stage embryo; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","GEO","SRP010973","Select microRNAs are essential for early development in the sea urchin.","SRS293903","","303.09","1","8699277","313173972","GSM877249: 32-cell stage embryo","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX120408","GSM877248: Egg; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","GEO","SRP010973","Select microRNAs are essential for early development in the sea urchin.","SRS293902","","247.86","1","7222612","260014032","GSM877248: Egg","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX120407","GSM877247: Ovaries; Strongylocentrotus purpuratus; RNA-Seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","GEO","SRP010973","Select microRNAs are essential for early development in the sea urchin.","SRS293901","","402.07","1","8989016","323604576","GSM877247: Ovaries","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX565247","RNA-Seq of Ophioderma_longicauda_L3-Lyg9","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626087","","844.81","1","7726705","1474895994","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565246","RNA-Seq of Ophioderma_longicauda_L3-Lyg4","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626088","","755.49","1","6942568","1325347612","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565245","RNA-Seq of Ophioderma_longicauda_L1-Sag12","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626086","","585.34","1","5419690","1021540549","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565244","RNA-Seq of Ophioderma_longicauda_L1-PDM-16","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626085","","483.45","1","4471400","857403453","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565243","RNA-Seq of Ophioderma_longicauda_L1-M1","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626084","","576.51","1","5316797","1016364641","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565242","RNA-Seq of Ophioderma_longicauda_L1-Lyp7","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626083","","632.29","1","5787681","1103827617","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565241","RNA-Seq of Ophioderma_longicauda_L1-Lyp5","Ophioderma longicauda","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626082","","698.22","1","6426468","1226036013","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565332","RNA-Seq of Tripylus abatoides-GA30L","Schizocosmus abatoides","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626173","","1586.14","1","24382678","2462650478","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565331","RNA-Seq of Tripylus abatoides-GA30J","Schizocosmus abatoides","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS626172","","1737.59","1","27390390","2766429390","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565112","RNA-Seq of Echinocardium_cordatum_B2-GA29G","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625954","","1514.42","1","24820239","2506844139","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565111","RNA-Seq of Echinocardium_cordatum_B2-GA29F","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625953","","1353.5","1","22175474","2239722874","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565110","RNA-Seq of Echinocardium_cordatum_B2-GA29E","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625951","","1356.24","1","22364651","2258829751","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565109","RNA-Seq of Echinocardium_cordatum_B2-GA29D","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625950","","1451.73","1","23645344","2388179744","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565108","RNA-Seq of Echinocardium_cordatum_B2-GA29C","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625949","","2247.52","1","33702743","3403977043","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565107","RNA-Seq of Echinocardium_cordatum_B2-GA29B","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625948","","1593.45","1","26013028","2627315828","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565106","RNA-Seq of Echinocardium_cordatum_B2-GA29A","Echinocardium cordatum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625947","","1336.85","1","21713931","2193107031","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565105","RNA-Seq of Echinocardium mediterraneum-GA29N","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625946","","2630.77","1","38946781","3933624881","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565104","RNA-Seq of Echinocardium mediterraneum-GA29M","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625945","","1886.64","1","27804101","2808214201","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565103","RNA-Seq of Echinocardium mediterraneum-GA29L","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625944","","1818.64","1","26520164","2678536564","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565102","RNA-Seq of Echinocardium mediterraneum-GA29K","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625943","","1658.6","1","24193744","2443568144","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565101","RNA-Seq of Echinocardium mediterraneum-GA29J","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625942","","1527.37","1","22393628","2261756428","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565100","RNA-Seq of Echinocardium mediterraneum-GA29I","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625941","","2278.99","1","33598861","3393484961","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX565099","RNA-Seq of Echinocardium mediterraneum-GA29H","Echinocardium mediterraneum","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625940","","2409.28","1","35013421","3536355521","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX564968","RNA-Seq of Abatus cordatus-GA30H","Abatus cordatus","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625809","","1863.06","1","27687242","2796411442","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX564967","RNA-Seq of Abatus cordatus-GA30G","Abatus cordatus","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625808","","1106.93","1","15495285","1565023785","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX564966","RNA-Seq of Abatus cordatus-GA30F","Abatus cordatus","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625807","","2424.06","1","35921245","3628045745","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX564965","RNA-Seq of Abatus cordatus-GA30E","Abatus cordatus","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625806","","1376.76","1","19236080","1942844080","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX564964","RNA-Seq of Abatus cordatus-GA30D","Abatus cordatus","Illumina HiSeq 2000","Université Montpellier 2","SRP042651","Comparative population genomics in 76 metazoan species (popphyl project)","SRS625805","","1480.02","1","20669327","2087602027","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
